OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Total Sales,Total Revenue,Total Cost,Total Profit,Profit Margin,Discount Amount,Order Year,Order Month,Order Day,Order Quarter,Order DayOfWeek,Order WeekOfYear,Ship Year,Ship Month,Ship Day,Ship Quarter,Ship DayOfWeek,Ship WeekOfYear,Delivery Year,Delivery Month,Delivery Day,Delivery Quarter,Delivery DayOfWeek,Delivery WeekOfYear,Processing_Days,Shipping_Days,Total_Lead_Time,Delivery_Category,Order_Value_Category,High_Margin_Product,Discounted_Order,Large_Order,Is_Holiday_Season,Is_Summer
SO - 0006564,Distributor,WARE-PUJ1005,10/3/2020,2020-07-06,2020-07-13,2020-07-18,USD,21,49,263,41,4,0.1,1339.46,2626.4,9455.04,10505.6,9455.04,5357.84,4097.200000000001,43.33350255525096,1050.5600000000002,2020,7,6,3,0,28,2020,7,13,3,0,29,2020,7,18,3,5,29,7,5,12,Slow,Low,True,True,False,False,True
SO - 0006565,Online,WARE-NBV1002,10/3/2020,2020-07-06,2020-07-14,2020-07-16,USD,14,39,86,13,7,0.2,3140.96,3926.2,21986.72,27483.399999999998,21986.72,21986.72,0.0,0.0,5496.68,2020,7,6,3,0,28,2020,7,14,3,1,29,2020,7,16,3,3,29,8,2,10,Slow,Average,False,True,False,False,True
SO - 0006566,In-Store,WARE-XYS1001,10/3/2020,2020-07-06,2020-07-19,2020-07-27,USD,5,9,40,2,3,0.2,102.98,194.3,466.3200000000001,582.9000000000001,466.3200000000001,308.94,157.3800000000001,33.74935666495112,116.58000000000001,2020,7,6,3,0,28,2020,7,19,3,6,29,2020,7,27,3,0,31,13,8,21,Very Slow,Low,True,True,False,False,True
SO - 0006567,In-Store,WARE-NMK1003,10/3/2020,2020-07-06,2020-07-18,2020-07-22,USD,6,18,139,9,4,0.08,756.16,1145.7,4216.176,4582.8,4216.176,3024.64,1191.5360000000005,28.261059310617025,366.624,2020,7,6,3,0,28,2020,7,18,3,5,29,2020,7,22,3,2,30,12,4,16,Very Slow,Low,False,True,False,False,True
SO - 0006568,Wholesale,WARE-NMK1003,10/3/2020,2020-07-06,2020-07-21,2020-07-22,USD,26,26,125,9,4,0.08,194.64,234.5,862.96,938.0,862.96,778.56,84.40000000000009,9.78029109112822,75.04,2020,7,6,3,0,28,2020,7,21,3,1,30,2020,7,22,3,2,30,15,1,16,Very Slow,Low,False,True,False,False,True
SO - 0006569,Distributor,WARE-PUJ1005,10/3/2020,2020-07-06,2020-08-02,2020-08-06,USD,23,6,304,36,2,0.1,353.76,884.4,1591.92,1768.8,1591.92,707.52,884.4000000000001,55.55555555555556,176.88,2020,7,6,3,0,28,2020,8,2,3,6,31,2020,8,6,3,3,32,27,4,31,Very Slow,Low,True,True,False,False,True
SO - 0006570,Distributor,WARE-NBV1002,10/3/2020,2020-07-06,2020-07-26,2020-07-31,USD,23,26,64,23,3,0.08,713.35,1132.3,3125.1479999999997,3396.8999999999996,3125.1479999999997,2140.05,985.0979999999995,31.521643134981115,271.752,2020,7,6,3,0,28,2020,7,26,3,6,30,2020,7,31,3,4,31,20,5,25,Very Slow,Low,True,True,False,False,True
SO - 0006571,Online,WARE-MKL1006,10/3/2020,2020-07-06,2020-08-02,2020-08-03,USD,14,21,331,14,1,0.15,2423.59,3973.1,3377.1349999999998,3973.1,3377.1349999999998,2423.59,953.5449999999996,28.23532372854504,595.9649999999999,2020,7,6,3,0,28,2020,8,2,3,6,31,2020,8,3,3,0,32,27,1,28,Very Slow,Low,False,True,False,False,True
SO - 0006572,Online,WARE-PUJ1005,10/3/2020,2020-07-06,2020-07-29,2020-08-02,USD,19,15,316,35,6,0.1,757.77,971.5,5246.1,5829.0,5246.1,4546.62,699.4800000000005,13.333333333333341,582.9000000000001,2020,7,6,3,0,28,2020,7,29,3,2,31,2020,8,2,3,6,31,23,4,27,Very Slow,Low,False,True,False,False,True
SO - 0006573,Distributor,WARE-NMK1003,10/3/2020,2020-07-06,2020-07-16,2020-07-26,USD,25,10,95,37,4,0.15,2067.29,2432.1,8269.14,9728.4,8269.14,8269.16,-0.020000000000436557,-0.00024186311999115458,1459.26,2020,7,6,3,0,28,2020,7,16,3,3,29,2020,7,26,3,6,30,10,10,20,Very Slow,Low,False,True,False,False,True
SO - 0006574,Online,WARE-NBV1002,10/3/2020,2020-07-07,2020-07-11,2020-07-13,USD,20,18,61,29,3,0.05,1390.92,3477.3,9910.305,10431.900000000001,9910.305,4172.76,5737.545,57.89473684210527,521.595,2020,7,7,3,1,28,2020,7,11,3,5,28,2020,7,13,3,0,29,4,2,6,Standard,Low,True,True,False,False,True
SO - 0006575,Distributor,WARE-NMK1003,10/3/2020,2020-07-07,2020-08-02,2020-08-09,USD,24,42,120,31,1,0.4,2251.2,2680.0,1608.0,2680.0,1608.0,2251.2,-643.1999999999998,-39.99999999999999,1072.0,2020,7,7,3,1,28,2020,8,2,3,6,31,2020,8,9,3,6,32,26,7,33,Very Slow,Low,False,True,False,False,True
SO - 0006576,Distributor,WARE-UHY1004,10/3/2020,2020-07-07,2020-07-10,2020-07-19,USD,21,26,237,31,5,0.05,3615.19,5239.4,24887.149999999998,26197.0,24887.149999999998,18075.95,6811.199999999997,27.36834068987408,1309.85,2020,7,7,3,1,28,2020,7,10,3,4,28,2020,7,19,3,6,29,3,9,12,Slow,Average,False,True,False,False,True
SO - 0006577,In-Store,WARE-MKL1006,10/3/2020,2020-07-07,2020-08-01,2020-08-10,USD,11,18,359,15,5,0.05,5183.12,6478.9,30774.774999999998,32394.5,30774.774999999998,25915.6,4859.174999999999,15.789473684210526,1619.725,2020,7,7,3,1,28,2020,8,1,3,5,31,2020,8,10,3,0,33,25,9,34,Very Slow,Above Avg,False,True,False,False,True
SO - 0006578,In-Store,WARE-XYS1001,10/3/2020,2020-07-07,2020-07-16,2020-07-24,USD,7,28,18,23,7,0.05,761.12,1072.0,7128.799999999999,7504.0,7128.799999999999,5327.84,1800.9599999999991,25.263157894736832,375.2,2020,7,7,3,1,28,2020,7,16,3,3,29,2020,7,24,3,4,30,9,8,17,Very Slow,Low,False,True,False,False,True
SO - 0006579,Online,WARE-PUJ1005,10/3/2020,2020-07-07,2020-07-13,2020-07-19,USD,12,30,296,42,5,0.3,1047.88,2278.0,7972.999999999999,11390.0,7972.999999999999,5239.400000000001,2733.5999999999985,34.28571428571427,3417.0,2020,7,7,3,1,28,2020,7,13,3,0,29,2020,7,19,3,6,29,6,6,12,Slow,Low,True,True,False,False,True
SO - 0006580,Distributor,WARE-XYS1001,10/3/2020,2020-07-07,2020-07-25,2020-08-01,USD,24,26,17,31,4,0.3,2189.56,2881.0,8066.799999999999,11524.0,8066.799999999999,8758.24,-691.4400000000005,-8.571428571428578,3457.2,2020,7,7,3,1,28,2020,7,25,3,5,30,2020,8,1,3,5,31,18,7,25,Very Slow,Low,False,True,False,False,True
SO - 0006581,Wholesale,WARE-NMK1003,10/3/2020,2020-07-07,2020-07-12,2020-07-22,USD,28,42,178,22,5,0.15,670.07,917.9,3901.075,4589.5,3901.075,3350.3500000000004,550.7249999999995,14.117262549425465,688.425,2020,7,7,3,1,28,2020,7,12,3,6,28,2020,7,22,3,2,30,5,10,15,Very Slow,Low,False,True,False,False,True
SO - 0006582,Wholesale,WARE-UHY1004,10/3/2020,2020-07-07,2020-07-18,2020-07-21,USD,27,6,232,41,7,0.15,1093.44,1822.4,10843.28,12756.800000000001,10843.28,7654.08,3189.2000000000007,29.41176470588236,1913.52,2020,7,7,3,1,28,2020,7,18,3,5,29,2020,7,21,3,1,30,11,3,14,Slow,Below Avg,True,True,False,False,True
SO - 0006583,Distributor,WARE-MKL1006,10/3/2020,2020-07-08,2020-08-01,2020-08-11,USD,24,9,366,23,7,0.05,771.04,1835.8,12208.07,12850.6,12208.07,5397.28,6810.79,55.78924432772748,642.5300000000001,2020,7,8,3,2,28,2020,8,1,3,5,31,2020,8,11,3,1,33,24,10,34,Very Slow,Below Avg,True,True,False,False,True
SO - 0006584,In-Store,WARE-MKL1006,10/3/2020,2020-07-08,2020-07-18,2020-07-26,USD,1,8,337,38,1,0.2,1839.55,2787.2,2229.7599999999998,2787.2,2229.7599999999998,1839.55,390.2099999999998,17.500089695752003,557.4399999999999,2020,7,8,3,2,28,2020,7,18,3,5,29,2020,7,26,3,6,30,10,8,18,Very Slow,Low,False,True,False,False,True
SO - 0006585,In-Store,WARE-PUJ1005,10/3/2020,2020-07-08,2020-07-28,2020-07-31,USD,10,45,291,15,1,0.05,2215.36,2606.3,2475.985,2606.3,2475.985,2215.36,260.625,10.526113849639637,130.31500000000003,2020,7,8,3,2,28,2020,7,28,3,1,31,2020,7,31,3,4,31,20,3,23,Very Slow,Low,False,True,False,False,True
SO - 0006586,Online,WARE-NBV1002,10/3/2020,2020-07-08,2020-07-15,2020-07-18,USD,15,3,69,27,8,0.05,420.29,1025.1,7790.759999999999,8200.8,7790.759999999999,3362.32,4428.439999999999,56.84220794890356,410.03999999999996,2020,7,8,3,2,28,2020,7,15,3,2,29,2020,7,18,3,5,29,7,3,10,Slow,Low,True,True,True,False,True
SO - 0006587,Online,WARE-XYS1001,10/3/2020,2020-07-08,2020-08-03,2020-08-12,USD,15,10,48,41,1,0.08,110.75,194.3,178.75600000000003,194.3,178.75600000000003,110.75,68.00600000000003,38.04403768265122,15.544,2020,7,8,3,2,28,2020,8,3,3,0,32,2020,8,12,3,2,33,26,9,35,Very Slow,Low,True,True,False,False,True
SO - 0006588,In-Store,WARE-NMK1003,10/3/2020,2020-07-08,2020-08-04,2020-08-13,USD,7,49,136,23,1,0.05,3761.78,5614.6,5333.87,5614.6,5333.87,3761.78,1572.0899999999997,29.473721706753253,280.73,2020,7,8,3,2,28,2020,8,4,3,1,32,2020,8,13,3,3,33,27,9,36,Very Slow,Low,True,True,False,False,True
SO - 0006589,In-Store,WARE-XYS1001,10/3/2020,2020-07-08,2020-07-19,2020-07-22,USD,9,10,48,4,4,0.08,1423.35,3028.4,11144.512,12113.6,11144.512,5693.4,5451.112000000001,48.91297169404996,969.0880000000001,2020,7,8,3,2,28,2020,7,19,3,6,29,2020,7,22,3,2,30,11,3,14,Slow,Below Avg,True,True,False,False,True
SO - 0006590,Distributor,WARE-NMK1003,10/3/2020,2020-07-08,2020-07-18,2020-07-28,USD,25,15,131,1,1,0.05,81.61,194.3,184.585,194.3,184.585,81.61,102.97500000000001,55.787306660887936,9.715000000000002,2020,7,8,3,2,28,2020,7,18,3,5,29,2020,7,28,3,1,31,10,10,20,Very Slow,Low,True,True,False,False,True
SO - 0006591,Distributor,WARE-NMK1003,10/3/2020,2020-07-08,2020-08-04,2020-08-09,USD,24,18,128,27,3,0.1,1031.8,2345.0,6331.5,7035.0,6331.5,3095.3999999999996,3236.1000000000004,51.11111111111112,703.5,2020,7,8,3,2,28,2020,8,4,3,1,32,2020,8,9,3,6,32,27,5,32,Very Slow,Low,True,True,False,False,True
SO - 0006592,In-Store,WARE-PUJ1005,10/3/2020,2020-07-08,2020-07-20,2020-07-28,USD,8,5,292,27,6,0.08,1211.43,1922.9,10614.408000000001,11537.400000000001,10614.408000000001,7268.58,3345.8280000000013,31.521569549615965,922.9920000000002,2020,7,8,3,2,28,2020,7,20,3,0,30,2020,7,28,3,1,31,12,8,20,Very Slow,Below Avg,True,True,False,False,True
SO - 0006593,Online,WARE-PUJ1005,10/3/2020,2020-07-09,2020-07-23,2020-07-27,USD,15,13,323,24,7,0.05,145.79,214.4,1425.76,1500.8,1425.76,1020.53,405.23,28.422034564022,75.04,2020,7,9,3,3,28,2020,7,23,3,3,30,2020,7,27,3,0,31,14,4,18,Very Slow,Low,False,True,False,False,True
SO - 0006594,Distributor,WARE-NMK1003,10/3/2020,2020-07-09,2020-07-27,2020-07-31,USD,22,1,105,2,6,0.1,2076.73,3845.8,20767.320000000003,23074.800000000003,20767.320000000003,12460.380000000001,8306.940000000002,40.00005778309383,2307.4800000000005,2020,7,9,3,3,28,2020,7,27,3,0,31,2020,7,31,3,4,31,18,4,22,Very Slow,Average,True,True,False,False,True
SO - 0006595,Wholesale,WARE-NMK1003,10/3/2020,2020-07-09,2020-07-26,2020-08-03,USD,28,34,101,41,1,0.1,648.02,1045.2,940.6800000000001,1045.2,940.6800000000001,648.02,292.6600000000001,31.11153633541694,104.52000000000001,2020,7,9,3,3,28,2020,7,26,3,6,30,2020,8,3,3,0,32,17,8,25,Very Slow,Low,True,True,False,False,True
SO - 0006596,Online,WARE-XYS1001,10/3/2020,2020-07-09,2020-07-19,2020-07-28,USD,18,41,47,40,8,0.08,1980.86,2445.5,17998.88,19564.0,17998.88,15846.88,2152.000000000002,11.956299503080201,1565.1200000000001,2020,7,9,3,3,28,2020,7,19,3,6,29,2020,7,28,3,1,31,10,9,19,Very Slow,Below Avg,False,True,True,False,True
SO - 0006597,In-Store,WARE-PUJ1005,10/3/2020,2020-07-09,2020-07-14,2020-07-16,USD,3,19,294,23,6,0.05,1538.32,1922.9,10960.53,11537.400000000001,10960.53,9229.92,1730.6100000000006,15.789473684210531,576.8700000000001,2020,7,9,3,3,28,2020,7,14,3,1,29,2020,7,16,3,3,29,5,2,7,Standard,Below Avg,False,True,False,False,True
SO - 0006598,In-Store,WARE-XYS1001,10/3/2020,2020-07-09,2020-07-30,2020-08-08,USD,10,9,6,1,1,0.2,540.02,871.0,696.8000000000001,871.0,696.8000000000001,540.02,156.7800000000001,22.500000000000007,174.20000000000002,2020,7,9,3,3,28,2020,7,30,3,3,31,2020,8,8,3,5,32,21,9,30,Very Slow,Low,False,True,False,False,True
SO - 0006599,Distributor,WARE-PUJ1005,10/3/2020,2020-07-09,2020-07-22,2020-07-24,USD,22,47,311,21,4,0.08,1207.21,1916.2,7051.616000000001,7664.8,7051.616000000001,4828.84,2222.7760000000007,31.521512232089787,613.1840000000001,2020,7,9,3,3,28,2020,7,22,3,2,30,2020,7,24,3,4,30,13,2,15,Very Slow,Low,True,True,False,False,True
SO - 0006600,In-Store,WARE-NMK1003,10/3/2020,2020-07-09,2020-08-04,2020-08-08,USD,2,4,133,36,5,0.08,2591.29,3926.2,18060.52,19631.0,18060.52,12956.45,5104.07,28.260924934608745,1570.48,2020,7,9,3,3,28,2020,8,4,3,1,32,2020,8,8,3,5,32,26,4,30,Very Slow,Below Avg,False,True,False,False,True
SO - 0006601,Online,WARE-NMK1003,10/3/2020,2020-07-09,2020-07-12,2020-07-18,USD,19,34,174,45,4,0.08,3133.46,3966.4,14596.352,15865.6,14596.352,12533.84,2062.5120000000006,14.130325166178512,1269.248,2020,7,9,3,3,28,2020,7,12,3,6,28,2020,7,18,3,5,29,3,6,9,Slow,Below Avg,False,True,False,False,True
SO - 0006602,In-Store,WARE-XYS1001,10/3/2020,2020-07-09,2020-07-13,2020-07-17,USD,5,10,45,8,8,0.08,1410.48,1855.9,13659.424,14847.2,13659.424,11283.84,2375.5840000000007,17.391538618319487,1187.776,2020,7,9,3,3,28,2020,7,13,3,0,29,2020,7,17,3,4,29,4,4,8,Slow,Below Avg,False,True,True,False,True
SO - 0006603,Distributor,WARE-NMK1003,10/3/2020,2020-07-10,2020-07-27,2020-08-02,USD,21,18,148,24,4,0.2,1795.8,3664.9,11727.68,14659.6,11727.68,7183.2,4544.4800000000005,38.75003410734263,2931.92,2020,7,10,3,4,28,2020,7,27,3,0,31,2020,8,2,3,6,31,17,6,23,Very Slow,Below Avg,True,True,False,False,True
SO - 0006604,In-Store,WARE-NMK1003,10/3/2020,2020-07-10,2020-07-23,2020-07-30,USD,1,25,117,18,7,0.08,1632.12,1943.0,12512.92,13601.0,12512.92,11424.84,1088.08,8.695652173913043,1088.08,2020,7,10,3,4,28,2020,7,23,3,3,30,2020,7,30,3,3,31,13,7,20,Very Slow,Below Avg,False,True,False,False,True
SO - 0006605,Online,WARE-MKL1006,10/3/2020,2020-07-10,2020-08-01,2020-08-07,USD,20,22,367,4,5,0.1,1786.49,2706.8,12180.6,13534.0,12180.6,8932.45,3248.1499999999996,26.66658456890465,1353.4,2020,7,10,3,4,28,2020,8,1,3,5,31,2020,8,7,3,4,32,22,6,28,Very Slow,Below Avg,False,True,False,False,True
SO - 0006606,Online,WARE-UHY1004,10/3/2020,2020-07-10,2020-07-22,2020-07-25,USD,15,3,225,6,7,0.08,823.3,1715.2,11045.888,12006.4,11045.888,5763.099999999999,5282.788000000001,47.82583346852694,960.5120000000001,2020,7,10,3,4,28,2020,7,22,3,2,30,2020,7,25,3,5,30,12,3,15,Very Slow,Below Avg,True,True,False,False,True
SO - 0006607,Online,WARE-MKL1006,10/3/2020,2020-07-10,2020-07-30,2020-08-08,USD,14,32,362,43,6,0.2,1113.27,1795.6,8618.88,10773.599999999999,8618.88,6679.62,1939.2599999999993,22.500139229226992,2154.7200000000003,2020,7,10,3,4,28,2020,7,30,3,3,31,2020,8,8,3,5,32,20,9,29,Very Slow,Low,False,True,False,False,True
SO - 0006608,Online,WARE-UHY1004,10/3/2020,2020-07-10,2020-08-05,2020-08-06,USD,15,22,241,26,3,0.05,1003.39,1286.4,3666.2400000000002,3859.2000000000003,3666.2400000000002,3010.17,656.0700000000002,17.89490049751244,192.96000000000004,2020,7,10,3,4,28,2020,8,5,3,2,32,2020,8,6,3,3,32,26,1,27,Very Slow,Low,False,True,False,False,True
SO - 0006609,Wholesale,WARE-MKL1006,10/3/2020,2020-07-10,2020-07-27,2020-08-04,USD,28,34,351,27,3,0.05,1103.42,2566.1,7313.384999999999,7698.299999999999,7313.384999999999,3310.26,4003.124999999999,54.73696516729256,384.915,2020,7,10,3,4,28,2020,7,27,3,0,31,2020,8,4,3,1,32,17,8,25,Very Slow,Low,True,True,False,False,True
SO - 0006610,Online,WARE-XYS1001,10/3/2020,2020-07-11,2020-08-06,2020-08-16,USD,18,26,20,37,8,0.1,795.96,1105.5,7959.6,8844.0,7959.6,6367.68,1591.92,20.0,884.4000000000001,2020,7,11,3,5,28,2020,8,6,3,3,32,2020,8,16,3,6,33,26,10,36,Very Slow,Low,False,True,True,False,True
SO - 0006611,Online,WARE-MKL1006,10/3/2020,2020-07-11,2020-08-04,2020-08-09,USD,17,1,348,39,1,0.05,98.49,201.0,190.95,201.0,190.95,98.49,92.46,48.421052631578945,10.05,2020,7,11,3,5,28,2020,8,4,3,1,32,2020,8,9,3,6,32,24,5,29,Very Slow,Low,True,True,False,False,True
SO - 0006612,In-Store,WARE-XYS1001,10/3/2020,2020-07-11,2020-07-29,2020-08-06,USD,7,18,54,20,4,0.1,1933.69,3946.3,14206.68,15785.2,14206.68,7734.76,6471.92,45.55547108824863,1578.5200000000002,2020,7,11,3,5,28,2020,7,29,3,2,31,2020,8,6,3,3,32,18,8,26,Very Slow,Below Avg,True,True,False,False,True
SO - 0006613,In-Store,WARE-UHY1004,10/3/2020,2020-07-11,2020-07-14,2020-07-23,USD,9,49,224,18,2,0.05,645.81,1025.1,1947.6899999999998,2050.2,1947.6899999999998,1291.62,656.0699999999999,33.68451858355282,102.50999999999999,2020,7,11,3,5,28,2020,7,14,3,1,29,2020,7,23,3,3,30,3,9,12,Slow,Low,True,True,False,False,True
SO - 0006614,Online,WARE-MKL1006,10/3/2020,2020-07-11,2020-07-30,2020-08-07,USD,17,32,360,17,6,0.05,1562.98,1929.6,10998.719999999998,11577.599999999999,10998.719999999998,9377.880000000001,1620.8399999999965,14.736623898053564,578.88,2020,7,11,3,5,28,2020,7,30,3,3,31,2020,8,7,3,4,32,19,8,27,Very Slow,Below Avg,False,True,False,False,True
SO - 0006615,In-Store,WARE-PUJ1005,10/3/2020,2020-07-11,2020-07-18,2020-07-26,USD,3,42,280,19,1,0.15,2925.35,5132.2,4362.37,5132.2,4362.37,2925.35,1437.02,32.941268163865054,769.8299999999999,2020,7,11,3,5,28,2020,7,18,3,5,29,2020,7,26,3,6,30,7,8,15,Very Slow,Low,True,True,False,False,True
SO - 0006616,Distributor,WARE-NBV1002,10/3/2020,2020-07-11,2020-07-22,2020-07-30,USD,22,28,64,4,6,0.08,2720.2,3886.0,21450.72,23316.0,21450.72,16321.199999999999,5129.520000000002,23.913043478260878,1865.28,2020,7,11,3,5,28,2020,7,22,3,2,30,2020,7,30,3,3,31,11,8,19,Very Slow,Average,False,True,False,False,True
SO - 0006617,Online,WARE-NMK1003,10/3/2020,2020-07-11,2020-07-18,2020-07-21,USD,18,28,130,27,3,0.3,2568.51,4013.3,8427.93,12039.900000000001,8427.93,7705.530000000001,722.3999999999996,8.571499763287067,3611.9700000000003,2020,7,11,3,5,28,2020,7,18,3,5,29,2020,7,21,3,1,30,7,3,10,Slow,Low,False,True,False,False,True
SO - 0006618,In-Store,WARE-NMK1003,10/3/2020,2020-07-11,2020-08-03,2020-08-12,USD,5,29,190,34,5,0.08,2079.95,2666.6,12266.36,13333.0,12266.36,10399.75,1866.6100000000006,15.217309780570606,1066.64,2020,7,11,3,5,28,2020,8,3,3,0,32,2020,8,12,3,2,33,23,9,32,Very Slow,Below Avg,False,True,False,False,True
SO - 0006619,In-Store,WARE-XYS1001,10/3/2020,2020-07-11,2020-08-06,2020-08-12,USD,2,12,40,39,5,0.05,1397.62,1996.6,9483.85,9983.0,9483.85,6988.099999999999,2495.750000000001,26.31578947368422,499.15,2020,7,11,3,5,28,2020,8,6,3,3,32,2020,8,12,3,2,33,26,6,32,Very Slow,Low,False,True,False,False,True
SO - 0006620,In-Store,WARE-NMK1003,10/3/2020,2020-07-11,2020-07-13,2020-07-23,USD,8,50,191,23,8,0.1,770.63,1085.4,7814.880000000001,8683.2,7814.880000000001,6165.04,1649.840000000001,21.111520586368577,868.3200000000002,2020,7,11,3,5,28,2020,7,13,3,0,29,2020,7,23,3,3,30,2,10,12,Slow,Low,False,True,True,False,True
SO - 0006621,In-Store,WARE-NMK1003,10/3/2020,2020-07-11,2020-07-19,2020-07-28,USD,7,30,153,21,6,0.08,675.36,1688.4,9319.968000000003,10130.400000000001,9319.968000000003,4052.16,5267.808000000003,56.5217391304348,810.432,2020,7,11,3,5,28,2020,7,19,3,6,29,2020,7,28,3,1,31,8,9,17,Very Slow,Low,True,True,False,False,True
SO - 0006622,In-Store,WARE-NMK1003,10/3/2020,2020-07-12,2020-07-26,2020-07-27,USD,2,28,103,46,4,0.08,475.37,1105.5,4068.2400000000002,4422.0,4068.2400000000002,1901.48,2166.76,53.26037795213655,353.76,2020,7,12,3,6,28,2020,7,26,3,6,30,2020,7,27,3,0,31,14,1,15,Very Slow,Low,True,True,False,False,True
SO - 0006623,Online,WARE-NBV1002,10/3/2020,2020-07-12,2020-08-09,2020-08-14,USD,16,3,73,28,1,0.2,1929.6,3859.2,3087.36,3859.2,3087.36,1929.6,1157.7600000000002,37.50000000000001,771.84,2020,7,12,3,6,28,2020,8,9,3,6,32,2020,8,14,3,4,33,28,5,33,Very Slow,Low,True,True,False,False,True
SO - 0006624,In-Store,WARE-NMK1003,10/3/2020,2020-07-12,2020-08-03,2020-08-05,USD,11,22,132,37,4,0.1,608.76,1031.8,3714.48,4127.2,3714.48,2435.04,1279.44,34.44465981779415,412.72,2020,7,12,3,6,28,2020,8,3,3,0,32,2020,8,5,3,2,32,22,2,24,Very Slow,Low,True,True,False,False,True
SO - 0006625,In-Store,WARE-PUJ1005,10/3/2020,2020-07-12,2020-07-18,2020-07-25,USD,8,44,303,46,1,0.1,877.03,1139.0,1025.1000000000001,1139.0,1025.1000000000001,877.03,148.07000000000016,14.44444444444446,113.9,2020,7,12,3,6,28,2020,7,18,3,5,29,2020,7,25,3,5,30,6,7,13,Slow,Low,False,True,False,False,True
SO - 0006626,In-Store,WARE-NMK1003,10/3/2020,2020-07-12,2020-08-01,2020-08-11,USD,11,10,191,14,4,0.05,988.92,2472.3,9394.74,9889.2,9394.74,3955.68,5439.0599999999995,57.89473684210525,494.46000000000004,2020,7,12,3,6,28,2020,8,1,3,5,31,2020,8,11,3,1,33,20,10,30,Very Slow,Low,True,True,False,False,True
SO - 0006627,Online,WARE-NMK1003,10/3/2020,2020-07-12,2020-07-18,2020-07-20,USD,20,3,129,47,1,0.08,875.29,1232.8,1134.176,1232.8,1134.176,875.29,258.88599999999997,22.82591061704709,98.624,2020,7,12,3,6,28,2020,7,18,3,5,29,2020,7,20,3,0,30,6,2,8,Slow,Low,False,True,False,False,True
SO - 0006628,In-Store,WARE-NMK1003,10/3/2020,2020-07-12,2020-07-20,2020-07-27,USD,1,44,201,31,5,0.1,727.22,1085.4,4884.3,5427.0,4884.3,3636.1000000000004,1248.1999999999998,25.55535081792682,542.7,2020,7,12,3,6,28,2020,7,20,3,0,30,2020,7,27,3,0,31,8,7,15,Very Slow,Low,False,True,False,False,True
SO - 0006629,Online,WARE-UHY1004,10/3/2020,2020-07-12,2020-07-29,2020-07-30,USD,15,23,217,20,8,0.15,1581.2,3953.0,26880.399999999998,31624.0,26880.399999999998,12649.6,14230.799999999997,52.941176470588225,4743.599999999999,2020,7,12,3,6,28,2020,7,29,3,2,31,2020,7,30,3,3,31,17,1,18,Very Slow,Average,True,True,True,False,True
SO - 0006630,In-Store,WARE-NMK1003,10/3/2020,2020-07-12,2020-08-04,2020-08-06,USD,9,49,185,1,2,0.15,2198.81,3604.6,6127.82,7209.2,6127.82,4397.62,1730.1999999999998,28.23516356550943,1081.3799999999999,2020,7,12,3,6,28,2020,8,4,3,1,32,2020,8,6,3,3,32,23,2,25,Very Slow,Low,False,True,False,False,True
SO - 0006631,In-Store,WARE-PUJ1005,10/3/2020,2020-07-13,2020-07-25,2020-08-01,USD,5,21,303,42,6,0.08,1466.63,2666.6,14719.632,15999.599999999999,14719.632,8799.78,5919.851999999999,40.21739130434782,1279.968,2020,7,13,3,0,29,2020,7,25,3,5,30,2020,8,1,3,5,31,12,7,19,Very Slow,Below Avg,True,True,False,False,True
SO - 0006632,In-Store,WARE-XYS1001,10/3/2020,2020-07-13,2020-07-21,2020-07-22,USD,1,7,41,3,4,0.1,2954.7,3939.6,14182.56,15758.4,14182.56,11818.8,2363.76,16.666666666666668,1575.8400000000001,2020,7,13,3,0,29,2020,7,21,3,1,30,2020,7,22,3,2,30,8,1,9,Slow,Below Avg,False,True,False,False,True
SO - 0006633,Online,WARE-NBV1002,10/3/2020,2020-07-13,2020-08-10,2020-08-17,USD,12,48,64,10,7,0.08,2102.19,3966.4,25543.616,27764.8,25543.616,14715.33,10828.286000000002,42.39135915604118,2221.184,2020,7,13,3,0,29,2020,8,10,3,0,33,2020,8,17,3,0,34,28,7,35,Very Slow,Average,True,True,False,False,True
SO - 0006634,In-Store,WARE-XYS1001,10/3/2020,2020-07-13,2020-07-17,2020-07-23,USD,2,48,57,43,4,0.15,1698.05,2653.2,9020.88,10612.8,9020.88,6792.2,2228.6799999999994,24.705793669797178,1591.9199999999998,2020,7,13,3,0,29,2020,7,17,3,4,29,2020,7,23,3,3,30,4,6,10,Slow,Low,False,True,False,False,True
SO - 0006635,Online,WARE-MKL1006,10/3/2020,2020-07-13,2020-08-04,2020-08-12,USD,19,18,330,35,8,0.05,748.52,984.9,7485.24,7879.2,7485.24,5988.16,1497.08,20.000427508002417,393.96000000000004,2020,7,13,3,0,29,2020,8,4,3,1,32,2020,8,12,3,2,33,22,8,30,Very Slow,Low,False,True,True,False,True
SO - 0006636,Online,WARE-XYS1001,10/3/2020,2020-07-13,2020-07-20,2020-07-26,USD,15,40,15,9,8,0.08,178.49,241.2,1775.232,1929.6,1775.232,1427.92,347.3119999999999,19.564316100656136,154.368,2020,7,13,3,0,29,2020,7,20,3,0,30,2020,7,26,3,6,30,7,6,13,Slow,Low,False,True,True,False,True
